구분,죄종,발생검거,건수
방배,살인,발생,0
방배,살인,검거,0
방배,강도,발생,1
방배,강도,검거,1
방배,강간,발생,63
방배,강간,검거,41
방배,절도,발생,369
방배,절도,검거,165
방배,폭력,발생,487
방배,폭력,검거,423
은평,살인,발생,4
은평,살인,검거,4
은평,강도,발생,1
은평,강도,검거,1
은평,강간,발생,130
은평,강간,검거,117
은평,절도,발생,773
은평,절도,검거,491
은평,폭력,발생,1308
은평,폭력,검거,1158
도봉,살인,발생,1
도봉,살인,검거,1
도봉,강도,발생,5
도봉,강도,검거,3
도봉,강간,발생,113
도봉,강간,검거,117
도봉,절도,발생,781
도봉,절도,검거,431
도봉,폭력,발생,1349
도봉,폭력,검거,1124
수서,살인,발생,5
수서,살인,검거,5
수서,강도,발생,5
수서,강도,검거,2
수서,강간,발생,194
수서,강간,검거,171
수서,절도,발생,984
수서,절도,검거,481
수서,폭력,발생,1697
수서,폭력,검거,1443
