방송일시,취급액,주문량,월,화,수,목,금,토,일,요일,휴일,resting_day,working_day,노출(분)
2019-01-02 12:40:00,4095000.0,19.6875,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 13:00:00,29599000.0,899.6656534954408,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 13:20:00,40882000.0,1242.613981762918,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 13:40:00,42466000.0,1290.759878419453,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 14:00:00,28456000.0,261.0642201834862,False,False,True,False,False,False,False,2,0,False,True,30.0
2019-01-02 14:30:00,56800000.0,521.1009174311927,False,False,True,False,False,False,False,2,0,False,True,30.0
2019-01-02 15:00:00,41722000.0,1350.2265372168285,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 15:20:00,43167000.0,1396.990291262136,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 15:40:00,70322000.0,2275.7928802588995,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 16:00:00,11931000.0,386.11650485436894,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 16:00:00,6694000.0,216.63430420711975,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 16:20:00,16983000.0,549.6116504854369,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 16:20:00,9744000.0,315.3398058252427,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 16:40:00,18931000.0,612.6537216828478,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 16:40:00,11181000.0,361.84466019417476,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 17:00:00,30903000.0,515.9098497495827,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 17:20:00,50056000.0,835.6594323873122,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 17:40:00,49237000.0,821.9866444073456,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 18:00:00,22422000.0,249.6881959910913,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 18:20:00,33817000.0,376.5812917594655,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 18:40:00,44814000.0,499.0423162583519,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 19:00:00,25985000.0,433.80634390651085,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 19:20:00,36647000.0,611.8030050083472,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 19:40:00,65853000.0,1099.382303839733,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:00:00,18424000.0,207.01123595505618,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:00:00,422000.0,4.741573033707865,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:00:00,1506000.0,16.921348314606742,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:20:00,41096000.0,461.75280898876406,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:20:00,2575000.0,28.93258426966292,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:20:00,3660000.0,41.12359550561798,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:40:00,52885000.0,594.2134831460675,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:40:00,3029000.0,34.03370786516854,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 20:40:00,4155000.0,46.68539325842696,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 21:00:00,14485000.0,10.280340667139816,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 21:00:00,11986000.0,7.737895416397676,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 21:20:00,25312000.0,17.964513839602557,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 21:20:00,11960000.0,7.721110393802453,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 21:40:00,21729000.0,15.421575585521646,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 21:40:00,23895000.0,15.426081342801808,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:00:00,3177000.0,2.443846153846154,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:00:00,0.0,0.0,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:00:00,13796000.0,7.261052631578948,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:00:00,10329000.0,4.849295774647888,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:00:00,0.0,0.0,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:00:00,0.0,0.0,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:20:00,3177000.0,2.443846153846154,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:20:00,3541000.0,2.4590277777777776,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:20:00,32123000.0,16.90684210526316,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:20:00,5189000.0,2.436150234741784,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:20:00,0.0,0.0,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:20:00,0.0,0.0,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:40:00,6305000.0,4.85,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:40:00,6983000.0,4.8493055555555555,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:40:00,36730000.0,19.33157894736842,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:40:00,15468000.0,7.261971830985916,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:40:00,0.0,0.0,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 22:40:00,14523000.0,4.857190635451505,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 23:00:00,29048000.0,363.5544430538173,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 23:20:00,46224000.0,578.523153942428,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-02 23:40:00,31298000.0,391.71464330413016,False,False,True,False,False,False,False,2,0,False,True,20.0
2019-01-03 00:00:00,7329000.0,183.68421052631578,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 00:00:00,12050000.0,302.0050125313283,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 00:20:00,10481000.0,262.68170426065166,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 00:20:00,22520000.0,564.4110275689223,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 01:00:00,13185000.0,223.47457627118644,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 01:20:00,17348000.0,294.03389830508473,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 01:40:00,24910000.0,422.20338983050846,False,False,False,True,False,False,False,3,0,False,True,17.1
2019-01-03 06:20:00,5609000.0,140.92964824120602,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 06:20:00,3874000.0,77.79116465863454,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 06:40:00,9045000.0,227.26130653266333,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 06:40:00,6162000.0,123.73493975903614,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 07:00:00,20546000.0,514.937343358396,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 07:20:00,26917000.0,674.6115288220551,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 07:40:00,35153000.0,881.0275689223058,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 08:00:00,13665000.0,172.9746835443038,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 08:20:00,26788000.0,339.0886075949367,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 08:40:00,36208000.0,458.32911392405066,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 09:00:00,17518000.0,449.1794871794872,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 09:20:00,19488000.0,499.6923076923077,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 09:40:00,36253000.0,929.5641025641025,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 10:00:00,32763000.0,300.57798165137615,False,False,False,True,False,False,False,3,0,False,True,30.0
2019-01-03 10:30:00,70140000.0,643.4862385321101,False,False,False,True,False,False,False,3,0,False,True,30.0
2019-01-03 11:00:00,16785000.0,212.46835443037975,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 11:20:00,32391000.0,410.0126582278481,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 11:40:00,35613000.0,450.7974683544304,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 12:00:00,18481000.0,267.84057971014494,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 12:20:00,24779000.0,359.1159420289855,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 12:40:00,45269000.0,656.072463768116,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 13:00:00,30273000.0,760.6281407035176,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 13:20:00,41669000.0,1046.9597989949748,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 13:40:00,44782000.0,1125.175879396985,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 14:00:00,22816000.0,207.7959927140255,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 14:20:00,47947000.0,436.6757741347905,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 14:40:00,49139000.0,447.5318761384335,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:00:00,13222000.0,60.65137614678899,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:00:00,9656000.0,46.42307692307692,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:00:00,1530000.0,7.355769230769231,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:00:00,4272000.0,21.575757575757574,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:20:00,31827000.0,145.9954128440367,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:20:00,24436000.0,117.48076923076923,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:20:00,5224000.0,25.115384615384617,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:20:00,6379000.0,32.217171717171716,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:40:00,16324000.0,74.88073394495413,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:40:00,25184000.0,121.07692307692308,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:40:00,6693000.0,32.17788461538461,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 15:40:00,3576000.0,18.060606060606062,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 16:00:00,26611000.0,444.2570951585977,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 16:20:00,47757000.0,797.2787979966611,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 16:40:00,59853000.0,999.2153589315526,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 17:00:00,16350000.0,268.4729064039409,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 17:20:00,33015000.0,542.1182266009852,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 17:40:00,27284000.0,448.01313628899834,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 18:00:00,29976000.0,732.9095354523228,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 18:20:00,51728000.0,1264.7432762836186,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 18:40:00,67200000.0,1643.0317848410757,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:00:00,11888000.0,133.57303370786516,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:00:00,1879000.0,21.1123595505618,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:00:00,3419000.0,38.41573033707865,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:20:00,19216000.0,215.91011235955057,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:20:00,7147000.0,80.30337078651685,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:20:00,2252000.0,25.303370786516854,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:40:00,40329000.0,453.13483146067415,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:40:00,4871000.0,54.73033707865169,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 19:40:00,4458000.0,50.08988764044944,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 20:00:00,41183000.0,217.8994708994709,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 20:20:00,83995000.0,444.4179894179894,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 20:40:00,107418000.0,568.3492063492064,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:00:00,6305000.0,4.85,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:00:00,3517000.0,2.442361111111111,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:00:00,0.0,0.0,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:00:00,20608000.0,9.67511737089202,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:00:00,6571000.0,2.4337037037037037,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:00:00,7299000.0,2.4411371237458193,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:20:00,9432000.0,7.2553846153846155,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:20:00,10450000.0,7.256944444444445,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:20:00,9214000.0,4.849473684210526,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:20:00,0.0,0.0,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:20:00,6596000.0,2.442962962962963,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:20:00,0.0,0.0,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:40:00,9480000.0,7.292307692307692,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:40:00,17456000.0,12.122222222222222,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:40:00,36705000.0,19.318421052631578,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:40:00,25772000.0,12.099530516431924,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:40:00,6571000.0,2.4337037037037037,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 21:40:00,0.0,0.0,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 22:00:00,18030000.0,200.55617352614016,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 22:20:00,26566000.0,295.50611790878753,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 22:40:00,42666000.0,474.59399332591767,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 23:00:00,6925000.0,99.07010014306151,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 23:00:00,15039000.0,215.15021459227466,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 23:20:00,13850000.0,198.14020028612302,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 23:20:00,12274000.0,175.59370529327612,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 23:40:00,18958000.0,271.21602288984263,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-03 23:40:00,12616000.0,180.48640915593705,False,False,False,True,False,False,False,3,0,False,True,20.0
2019-01-04 00:00:00,11512000.0,23.070140280561123,False,False,False,False,True,False,False,4,0,False,True,20.0
2019-01-04 00:20:00,19019000.0,38.11422845691383,False,False,False,False,True,False,False,4,0,False,True,20.0
2019-01-04 00:40:00,26852000.0,53.811623246492985,False,False,False,False,True,False,False,4,0,False,True,20.0
2019-01-04 01:00:00,9780000.0,328.18791946308727,False,False,False,False,True,False,False,4,0,False,True,20.0
2019-01-04 01:20:00,18124000.0,608.1879194630873,False,False,False,False,True,False,False,4,0,False,True,20.0
2019-01-04 01:40:00,20974000.0,703.8255033557047,False,False,False,False,True,False,False,4,0,False,True,17.1
2019-01-04 06:20:00,17055000.0,227.70360480640855,False,False,False,False,True,False,False,4,0,False,True,20.0
2019-01-04 06:40:00,43680000.0,583.1775700934579,False,False,False,False,True,False,False,4,0,False,True,20.0
